categories|titles|contents|urls
莫德納|青少年第三劑混打莫德納？ 中市府這樣說|澎湖縣政府10日表示，澎湖第二次追加劑疫苗(第四劑)已陸續施打，呼籲65歲以上長者、長照機構住民、18歲以上免疫不全及免疫力低下且病情穩定者，盡速預約施打，增加身體保護力。澎湖縣政府表示，由於接種第二次追加劑(第四劑)須與第一次追加劑(第三劑)間隔五個月以上，全縣有近6012位民眾符合接種資格，為提高長者施打疫苗意願，6月30日前，澎湖籍75歲以上長者，接種疫苗可領2000元禮券，鼓勵長者踴躍施打。澎湖縣政府表示，符合資格的民眾可透過衛生所或合約醫療院所進行預約，不論先前劑次接種廠牌，第二次追加劑可選擇Moderns(莫德納)疫苗半劑量、BioNTech(BNT)疫苗全劑量或高端疫苗全劑量施打。澎湖縣政府表示，疫情進入高峰時期，疫苗接種是避免Covid-19感染及降低因感染造成重症、住院及死亡風險最有效的方式，為維護長者及高風險族群健康，尚未接種完整疫苗者，盡速接種，保護自身及親友健康。澎湖縣政府提醒，符合資格民眾前往接種疫苗前，應備妥健保卡及Covid-19疫苗接種紀錄卡，並於接種前評估時，說明過去疫苗接種史，以利醫生評估，接種疫苗後也請多加留意身體狀況，如持續發燒48小時、嚴重過敏反應如呼吸困難、氣喘、暈眩、心跳加快、全身紅疹等不適症狀，應盡速就醫釐清病因。花蓮＋962 疫苗覆蓋率略低於全台 衛生局籲長者盡速施打新竹縣今增1609例確診 長者接種送千元禮券延長至6／30桃園＋4898 鄭文燦確診無症狀 視訊主持防疫會議|https://news.google.com/articles/CAIiEN6zcW5IyVKN4QQkdCR8MQ8qGQgEKhAIACoHCAowk7j0CjCY4qIDMMKL4gY?uo=CAUiPWh0dHBzOi8vd3d3LmNoaW5hdGltZXMuY29tL3JlYWx0aW1lbmV3cy8yMDIyMDUxOTAwNDM0Ny0yNjA0MDXSAQA&hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
莫德納|6歲以下何時可打疫苗？指揮中心曝時間點|金門今(11)日新增100名新冠確診，累計3315例。最新疫情狀況之一。（縣府提供）　金門今(11)日新增100名新冠確診，累計3315例。最新疫情狀況之二。（縣府提供）金門今(11)日新增100名新冠確診，累計3315例。縣府宣布，兒童第2劑疫苗預定6月下旬開打，希望進一步提高疫苗覆蓋率和保護力。金門今日新增100名確診，累計3315例。目前收治中57例，其中無症狀或輕症42例、中症13例、重症2例；確診者居家照護637例。另經衛生局疫調，密切接觸者新增匡列居家隔離者107人，目前居家隔離241人，解除居家隔離110人。縣府表示，依據6月10日中央ACIP專家會議建議，經參考疫苗臨床試驗結果及各國疫苗接種政策後，5歲至11歲兒童COVID-19疫苗接種，第2劑由間隔12周縮短為4周至8週周以上，且建議不可混打，以同廠牌COVID-19疫苗完成2劑接種。針對5月初已完成縣內兒童莫德納疫苗施打者564人，縣府將視中央正式來文內容、疫苗到貨狀況、兒童停復課情形，以及考量家長的意見與意願調查後，再另行公布本縣接種方式。目前規畫在6月下旬開始施打，以完整該年齡層的疫苗覆蓋率。縣府並指出，為提升醫療工作者的免疫保護力，第1類醫事人員(包含醫事執登人員及醫事機構非醫事人員)可評估自身染疫風險與意願後，接種第2次追加劑(即第4劑)，並建議與第1次追加劑(即第3劑)間隔5個月。桃園＋4898 鄭文燦確診無症狀 視訊主持防疫會議台中確診破萬例＋10210 盧秀燕指「假日效應」疫情仍處高原期新竹縣今增1609例確診 長者接種送千元禮券延長至6／30|https://news.google.com/articles/CAIiEKjPdVrQZzM8vwbGdHf46RoqGQgEKhAIACoHCAowk7j0CjCY4qIDMMKL4gY?uo=CAUiPWh0dHBzOi8vd3d3LmNoaW5hdGltZXMuY29tL3JlYWx0aW1lbmV3cy8yMDIyMDUyMzAwMzI1MS0yNjA0MDXSAQA&hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
莫德納|北市兒童BNT開打 銘傳國小莫德納棄打潮高達8成|第2輪實名制快篩購買辦法。（新竹縣府提供／邱立雅竹縣傳真）新竹縣12日新增1211例新冠肺炎本土案例，分別為590名男性、621名女性，年齡分布0至95歲，12歲以下177位、65歲以上127位，多數集中在18-64歲青壯年為主，約占70％，無症狀者有1196人，約占99％。自13日起，家用抗原快篩試劑實名制購買取消單雙號的限制，不需依身分證字號尾數單雙號進行分流，提升購買方便性。新增1211例本土個案分別分布在竹北市428例、竹東鎮244例、湖口鄉139例、新豐鄉110例、新埔鎮81例、關西鎮62例、芎林鄉38例、橫山鄉22例、寶山鄉21例、北埔鄉23例、峨眉鄉6例、尖石鄉22例、五峰鄉15例，均分別安排就醫住院、集中檢疫場所治療及申請居家照護方案。目前新竹縣居家隔離1552人、居家照護列管人數7540人。衛生局呼籲民眾13日起，家用抗原快篩試劑實名制購買取消單雙號的限制，不需依身分證字號尾數單雙號進行分流，民眾可自行依需求選擇購買日期，提升購買之方便性。第二輪家用抗原快篩試劑實名制販售已自6月6日實施，持有健保卡或居留證的民眾，無年齡限制，每人均可購買。販售地點為縣內94家販售家用快篩試劑實名制健保特約藥局及衛生所。衛生局指出，民眾如出現咳嗽、發燒、流鼻水等疑似症狀或曾與確診者接觸時使用快篩試劑，如檢測呈陽性不用慌張，請將陽性檢測片和健保卡放一起拍照，透過視訊診療醫師評估，若對確診沒有共識，則請全程戴好口罩並攜帶密封包裝好的陽性檢測片自行前往新竹縣7家醫院防疫門診或公費PCR診所進一步評估診療。疫苗接種資訊方面，新竹縣各合約院所、衛生所持續提供新冠肺炎各廠牌疫苗接種服務，本月12日起至17日規畫多所衛生所預約或隨到隨打接種，請鄉親多加利用。為鼓勵65歲以上（原住民55歲以上）長者踴躍接種疫苗，自28日起除原先針對設籍竹縣長者打疫苗贈送1000禮券活動延長至6月30日，並額外加贈2支快篩試劑。目前兒童莫德納疫苗持續接種中，新竹縣校園接種莫德納場次雖已結束，尚未接種疫苗的6-11歲學童仍可由家長帶學童至新竹縣6-11歲Moderna COVID-19疫苗接種合約院所預約接種。快篩實名制明起取消單雙號限制金門今＋83例確診 明起快篩劑實名制取消單、雙號分流雙北1280定期票納基隆惹議 蔡適應、謝國樑隔空交火|https://news.google.com/articles/CAIiEFEGH1b6HzbSUsNvS4xYOCMqGQgEKhAIACoHCAowk7j0CjCY4qIDMMKL4gY?uo=CAUiPWh0dHBzOi8vd3d3LmNoaW5hdGltZXMuY29tL3JlYWx0aW1lbmV3cy8yMDIyMDUyNjAwMTM0Mi0yNjA0MDXSAQA&hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
莫德納|屏東縣今增1924例確診 國小校園15日起開打第2劑|南投縣今天新增本土確診人數1584例，南投縣府衛生局表示，在5至11歲兒童疫苗接種部分，接種人數已達2萬222人，接種率約為81％。在傳出確診兒童疑似腦炎後，家長希望孩子接種的意願大增，有意願在校園接種BNT疫苗人數計1萬1682人，實際接種人數共計1萬零28人，接種率為86％。南投縣衛生局指出，今天新增1584例外，截至6月10日累計確診人數3萬3413例，居家隔離人數3342例。今天已解除隔離1872例，居家照護人數有9萬502例。在兒童疫苗接種部分，南投縣衛生局表示，全縣5歲至11歲兒童施打BNT疫苗人數有1萬3035人、施打莫德納疫苗有7187人，總接種人數2萬222人，南投縣該年齡層總人口為2萬5048人計算，接種率約為81％。衛生局表示，新冠肺炎傳出確診兒童疑似腦炎後，家長希望孩子接種的意願大增。國小5歲至11歲校園BNT COVID-19疫苗集中接種作業，從5月25日起至6月10日止，計有137所學校辦理接種工作，有意願在校園接種BNT疫苗人數計1萬1682人，實際接種人數共計1萬零28人，接種率為86％。衛生局指出，各鄉鎮兒童疫苗接種率如下，集集鎮接種率95％最高，其次是國姓鄉87％，水里鄉86％、竹山鎮84％、仁愛鄉83％、埔里鎮83％、草屯鎮83％、名間鄉82％、鹿谷鄉81％、魚池鄉80％、信義鄉80％、南投市74％、中寮鄉70％。新竹市＋1155 全市確診比例約11.8％苗栗＋1681 累積逾5萬3千人確診 占人口10％南投＋1300這波疫情已59死 中重症80％是老人|https://news.google.com/articles/CAIiENxyxOJjZ-NomsKLR8fLOisqGQgEKhAIACoHCAowk7j0CjCY4qIDMMKL4gY?uo=CAUiPWh0dHBzOi8vd3d3LmNoaW5hdGltZXMuY29tL3JlYWx0aW1lbmV3cy8yMDIyMDYxMzAwMzU4MS0yNjA0MDXSAQA&hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
莫德納|潛在猴痘疫苗 莫德納進行臨床前試驗|新冠肺炎兒童疫苗5月2日起陸續開打，根據衛福部傳染病防治諮詢會預防接種組（ACIP）建議，2劑間隔為12周。近期有專家建議，將2劑間隔縮短，中央流行疫情指揮中心發言人莊人祥表示，目前比較多聽到的是縮短至8周，ACIP也規劃至少在開打8周內，即6月底前展開討論。林口長庚醫院副院長邱政洵近期指出，不論是莫德納、輝瑞兒童疫苗，只打1劑對預防住院的數據較少。真實臨床數據、研究報告均顯示，兒童接種疫苗發生心肌炎、心包膜炎的風險遠低於青少年，因此他建議兒童疫苗接種間隔從現行12周縮短成4周。對此，莊人祥今日回應，接種間隔還需要再討論，原因是心肌炎的副作用還需持續觀察。現行國外的適應症是間隔4周，但縮到4周有可能太短，比較多聽到的是專家建議縮短至8周，國外的做法是4周、8周都有，ACIP至少會在開打8周內，即6月底前展開討論。國內開放兒童接種莫德納疫苗的時間點為5月2日、開打輝瑞兒童疫苗則是5月25日。莊人祥表示，ACIP會議預計在6月底前召開。1歲男童確診4天亡！病程曝光 另增2童重症疑腦炎完全沒打任何疫苗！他確診吃2東西6天痊癒 網戰翻他確診高燒39度 狂做快篩5次 網看照片秒懂|https://news.google.com/articles/CAIiENOlEPCSywq4mqpoDpten1UqGQgEKhAIACoHCAowk7j0CjCY4qIDMJK44gY?uo=CAUiPWh0dHBzOi8vd3d3LmNoaW5hdGltZXMuY29tL3JlYWx0aW1lbmV3cy8yMDIyMDUyNDAwNTYxNC0yNjA0MDjSAQA&hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
莫德納|澎湖第4劑疫苗開打 逾75歲長者接種領2000元禮券|桃園14日新增4898例本土確診個案，市長鄭文燦13日晚間因喉嚨不適快篩陽性，14日上午預約視訊看診確診，仍以視訊方式親自主持防疫會議。衛生局長王文彥補充，市府在15、17、18日規畫於26個社區接種站安排疫苗友善專案接種，呼籲長者趕緊施打疫苗。王文彥指出，鄭文燦算是無症狀感染者，僅昨天有點喉嚨沙啞的症狀，身體並無大礙，剛剛也用視訊的方式主持防疫會議，這1周都會採取該措施持續主持防疫會議。王文彥表示，14日新增4898例本土確診個案，較昨天上23％，全國也有增加，不過65歲以上長者確診狀況降回10％，目前仍有4萬5532人居家照護中。現在市內每天會維持5站社區醫療採檢站，看診人數約600人、PCR採檢約700人。王文彥說，市府規畫於15、17及18日在26處社區接種站安排莫德納疫苗友善專案接種，鼓勵符合第2劑追加劑，也就是第4劑的65歲以上、原住民族55歲以上長者踴躍接種，可獲得700元禮券、快篩2劑及桃園好米1包，並可搭乘愛心計程車往返接種站，而尚未接種第1劑、第2劑、第3劑的長者也可以來施打，盼能提供疫苗覆蓋率。宜蘭＋1295例 7月起恢復社區關懷據點課程、發送防疫箱懷孕護理師全家染疫全靠母愛撐過來 不再害怕確診病人住宿長照機構累積3萬420人確診 616人死亡|https://news.google.com/articles/CAIiEIHq1rHa22Pk8Fnn-LgxnX4qGQgEKhAIACoHCAowk7j0CjCY4qIDMMKL4gY?uo=CAUiPWh0dHBzOi8vd3d3LmNoaW5hdGltZXMuY29tL3JlYWx0aW1lbmV3cy8yMDIyMDYxMDAwMTIyMi0yNjA0MDXSAQA&hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
莫德納|金門今＋100例確診 兒童第2劑疫苗預定6月下旬開打|縣長林姿妙表示，縣內5至11歲兒童疫苗涵蓋率已達91.4％，第17波疫苗快打站將在6月18日起服務。（宜蘭縣衛生局提供／吳佩蓉宜蘭傳真）中央今（12日）宣布宜蘭縣新增940名確診者，本土累積確診58438案例，並新增5名死亡個案；縣長林姿妙表示，縣內5至11歲兒童疫苗涵蓋率已達91.4％，第17波疫苗快打站將在6月18日起服務；另外，明（13日）縣內所屬各級學校恢復實體課程，籲請家長提醒孩子落實各項防疫措施。疫情方面，今新增5名死亡個案，年齡介於80歲至90多歲之間；3位女性、2位男性；其中2人未施打疫苗、1位已施打完2劑疫苗、另2人已施打了第3劑。5人分別從5月26日到6月6日間陸續發病，因不敵病毒肆虐先後病逝。另外，新增確診學生數共79人、教職員工12人，累計共8244位學生、855位教職員確診。疫苗方面，宜蘭縣疫苗第一劑涵蓋率已達88％，第二劑涵蓋率已達80.2％，第三劑涵蓋率已達66.2％。為了提供縣民方便的疫苗施打服務，第17波快打站即將於6月18日起陸續提供服務。衛生局指出，65歲以上的長者或原住民55歲以上民眾施打疫苗可獲得500元禮券及2劑家用快篩試劑。兒童疫苗部分，宜蘭縣國小校園集中施打疫苗與幼兒園媒合鄰近國小施打，已於6月10日前全數完成，登記施打BNT疫苗有7503人，完成接種5287 人，完成70.5％；登記施打莫德納疫苗有5550人，完成接種3467人，完成62.5％。衛生局表示，除了校園施打部分，加上部分孩子是家長帶往快打站或診所施打，以及確診的學童們已有抗體，三個月內都具有保護力的狀況下，目前宜蘭縣5至11歲兒童疫苗涵蓋率已達91.4％。另外，大部分的國中及高中將於6月17日前完成校園接種，籲請家長鼓勵學生儘快完成疫苗接種。桃園＋4898 鄭文燦確診無症狀 視訊主持防疫會議宜蘭＋1295例 7月起恢復社區關懷據點課程、發送防疫箱中市兒童疫苗涵蓋率逾7成 規畫第二劑|https://news.google.com/articles/CAIiEE0zvo4OLXtEgjBp0akfI8oqGQgEKhAIACoHCAowk7j0CjCY4qIDMMKL4gY?uo=CAUiPWh0dHBzOi8vd3d3LmNoaW5hdGltZXMuY29tL3JlYWx0aW1lbmV3cy8yMDIyMDYxMTAwMjU4OC0yNjA0MDXSAQA&hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
莫德納|竹縣＋1211 明起取消快篩實名制單雙號限制|桃園6日新增5162例本土個案，較昨天下降10.89％，市長鄭文燦表示，確診個案已在下滑，因此綠色醫療通道的時間及場次將做縮減，另外為提升疫苗覆蓋率，8日、11日將於25個社區接種站分別提供莫德納、BNT疫苗，呼籲民眾趕緊接種疫苗。鄭文燦說，市內28家醫院、255家診所、13個社區醫療採檢站，以13個社區醫療採檢站為例，5月11日至6月5日有1萬6514人看診，其中有586人拿抗病毒藥物，另有9616人快篩陽，7360人快篩陽判定確診成功，綠色醫療通道的使用人數皆略下降，目前仍會保持13個站點，方便民眾就近採檢及拿藥，但時間場次會做縮減調整。鄭文燦指出，為擴大疫苗覆蓋率，8日上午將於25個疫苗接種站提供莫德納疫苗接種，6至11歲的學童也可以由家長陪同接種；11日則提供成年人、兒童5至11歲的BNT疫苗。65歲以上長者、原民長者55歲以上皆可使用愛心計程車接送，會發放2劑快篩、桃園好米1包、700元禮券。談及學校接種情形，鄭文燦表示，目前195所公私立國小及600所幼兒園，5日前皆已完成BNT、莫德納疫苗入校接種，學童覆蓋率為64.93％，呼籲家長們趕緊帶孩子來接種。鄭文燦另盤點市內醫療量能，11家責任醫院專責病床有1346床，已使用556床，空床仍有790床，ICU開設43床仍有5床空床，加強型防疫旅館130房間使用69個房間。口服抗病毒藥物有4萬4431劑到位，抗病毒藥物放皆已發放至各診所及藥局供民眾領取。大陸檢出禁藥13日起暫停進口台灣石斑魚上海規範核酸檢測 不得擅自或委託第三方上門採樣下週實體上課 雲縣鼓勵學童完成各階疫苗接種|https://news.google.com/articles/CAIiEH2phvMxXQBajlWBYrB_kRYqGQgEKhAIACoHCAowk7j0CjCY4qIDMMKL4gY?uo=CAUiPWh0dHBzOi8vd3d3LmNoaW5hdGltZXMuY29tL3JlYWx0aW1lbmV3cy8yMDIyMDYxMjAwMTg0MS0yNjA0MDXSAQA&hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
莫德納|南投今增1584例確診 兒童疫苗接種率81％|教育部近日發文給各縣市教育局及學校，將從5月25日起，推動5至17歲學生施打BNT疫苗，建議可優先為5歲至11歲兒童打基礎劑，之後依量能安排12至17歲青少年施打追加劑。對於尚未接種基礎劑之滿12歲青少年，也可安排在校園集中接種時完成接種，或協調合約醫療院所辦理接種。各學校已從5月2日起進行6至11歲學童接種莫德納疫苗，但由於此疫苗副作用大，讓許多家長及學童卻步。現在BNT疫苗已進來，可望提升接種意願。教育部表示，這次主要是進行5至11歲打基礎劑、12至17歲打追加劑與基礎劑的作業。這次是國內首次為5歲至11歲兒童接種BNT疫苗，請學校確實將接種須知分發提供家長參閱，並給予7天的充分思考時間。教育部也建議，完成基礎劑且無發生嚴重不良反應的12至17歲青少年族群，與最後一劑基礎劑接種後間隔至少5個月（150天）後，接種追加劑。教育部指出，這次疫苗接種是在校園集中辦理，學生當日如有不良反應，得申請防疫假，不列入出缺席紀錄，以3天為原則（含接種當日），必要時得延長。學生於疫苗假期間，家長如有照顧學生需求，其中一人得申請防疫照顧假。中市超前部署 首批BNT接種意願書19日前發出疫情狂燒 張麗善視訊聽取長照業者需求助抗疫北市第12期疫苗開放預約 半小時1.1萬人登記BNT最熱門|https://news.google.com/articles/CAIiEAYOVH3eS2QIyOh9P4SyrjoqGQgEKhAIACoHCAowk7j0CjCY4qIDMMKL4gY?uo=CAUiPWh0dHBzOi8vd3d3LmNoaW5hdGltZXMuY29tL3JlYWx0aW1lbmV3cy8yMDIyMDYxMTAwMjQyNS0yNjA0MDXSAQA&hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
莫德納|兒童疫苗間隔再縮短？莊人祥：月底前給答案|雲林縣12日新增本土確診案1035例，已連續14天破千人，累計確診數突破4萬人，縣衛生局表示目前防疫政策傾向與病毒共存，透過民眾持續自主防疫，全台確診人數有下降趨勢，未來將以減少重症發生為原則，呼籲大家持續接種2、3劑，可減少重症發生機率。雲林縣12日新增1035例本土個案中，有496名男性與539名女性，年齡分布在未滿1歲至96歲，無症狀910人，輕症125人。另新增6名死亡確診個案，分別為3名男性及3名女性，年齡介於50至80多歲間，其中有2人已完整接種疫苗，1人接種1劑，另3人未曾接種。雲林確診人數曾於5月29日降至999人，不過5月30日至本月12日均突破千人，12日新增1035例，則是近半個月來最低，根據資料顯示，目前全台確診人數有下降趨勢。縣衛生局表示，接種疫苗雖無法保證不會染疫，但可降低重症發生機率。衛生局指出，自5月2日至6月11日止，雲林縣6至11歲兒童莫德納疫苗累計已1萬741人接種；5月25日至6月11日止，5至11歲BNT兒童疫苗累計1萬9475人接種，兩者均無接種疫苗後不良反應通報，目前全縣兒童疫苗第1劑接種率已逾8成。衛生局提到，為了提升全體防疫力，雲林縣將持續推動5至11歲兒童接種第2劑疫苗，以及12至17歲學生接種第3劑。另也鼓勵65歲以上長者持續接種，盡速完成接種3劑，以降低重症發生率。陳時中確診 台大醫籲注意5日內病況住宿長照機構累積3萬420人確診 616人死亡新竹縣今增1609例確診 長者接種送千元禮券延長至6／30|https://news.google.com/articles/CAIiEBiiqqDNVOKapzDf1wwadr4qGQgEKhAIACoHCAowk7j0CjCY4qIDMMKL4gY?uo=CAUiPWh0dHBzOi8vd3d3LmNoaW5hdGltZXMuY29tL3JlYWx0aW1lbmV3cy8yMDIyMDYwNDAwMjA2OS0yNjA0MDXSAQA&hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
莫德納|桃園＋4898 鄭文燦確診無症狀 視訊主持防疫會議|台中市衛生局長曾梓展分析中市疫情。（台中市府提供／陳淑芬台中傳真）台中市兒童疫苗施打覆蓋率已達到77.3％。（台中市府提供／陳淑芬台中傳真）台中市新增本土確診案例7734例、死亡14例，新增中重症有8例。台中市副市長黃國榮表示，相較昨天新增確診1萬1341例，雖然數字上減少了3600多例，但並非疫情趨緩，是中央採計時間往後加長所致，他提醒市民，中市疫情仍處疫情高原期，防疫不能鬆懈。黃國榮分析，中央採計昨天新增本土案例的時間相對延長，導致確診數據會較多，相對今天就會減少。台中市昨天新增1萬1341例、今天新增7734例，並不代表疫情趨緩，台中市目前疫情仍處高峰期，防疫絕對不可掉以輕心。台中市衛生局長曾梓展指出，中市新增本土確診7734例中，12歲以下有989例，佔12.79％；65歲以上有936例，佔12.1％。新增中重症的8例，年齡在65歲至88歲，都有慢性疾病或炎症病史，其中有1人未施打疫苗，目前有6例插管治療、5例使用藥物治療，仍有7例在加護病房治療中。至於新增的14例死亡病例，曾梓展指出，年齡在50歲至95歲之間，有8人未施打疫苗、13名有慢性病或癌症疾病史，另1人是50歲的藥癮患者，因呼吸衰竭等原因身亡。曾梓展表示，台中市目前疫苗存量足夠，成人BNT疫苗有4萬多劑、兒童BNT疫苗有2萬多劑，呼籲市民能夠踴躍施打。台中市兒童疫苗施打覆蓋率越來越高，統計至昨日止，兒童莫德納疫苗已施打3萬7199人、兒童BNT疫苗已施打11萬2818人，總人數已施打15萬17人，覆蓋率已達到77.3％。中市警察節大會 副市長：去年多項指標刑案數六都「最低」及「次低」台中確診破萬例＋10210 盧秀燕指「假日效應」疫情仍處高原期北市規畫確診亡家屬可送別再火化 新北：盼中央公布指引|https://news.google.com/articles/CAIiEFiZjJAbhA8ZYntDvTiSMVwqGQgEKhAIACoHCAowk7j0CjCY4qIDMMKL4gY?uo=CAUiPWh0dHBzOi8vd3d3LmNoaW5hdGltZXMuY29tL3JlYWx0aW1lbmV3cy8yMDIyMDYxNDAwMzIwNy0yNjA0MDXSAQA&hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
莫德納|宜蘭＋940 兒童疫苗涵蓋率達91.4％ 長者接種拿禮券、2劑快篩|金門今日新增83名新冠確診，最新疫情狀況之一。（縣府提供）金門今日新增83名新冠確診，最新疫情狀況之二。（縣府提供）金門今(31)日新增83名新冠確診，其中金酒公司有9例，分別來自新、舊廠的生產線班，但均屬零星個案，整體生產作業不受影響。另國小以下學童第一劑疫苗覆蓋率已達51.12％，目前均無接種後不適症狀通報。縣府說明，金門今日新增83名新冠確診，累計2191例，目前收治中71例，其中無症狀或輕症60例、中症7例、重症4例；確診者居家照護592例。另經衛生局疫調，密切接觸者新增匡列居家隔離者110人，目前居家隔離219人，解除居家隔離147人。針對今日新增確診者的相關密切接觸者，疫調持續進行中。縣府說明，統計至5月30日，5到11歲BNT兒童疫苗接種人數1931人，6到11歲兒童莫德納疫苗接種人數564人，縣內國小以下學童第一劑疫苗覆蓋率已達51.12％，目前均無接種後不適症狀通報。縣府指出，金酒今天新增確診9例，分別是金寧廠4例、舊廠5例，都是屬於生產線班，先前確診者均陸續返回工作崗位，目前出現的都是零星感染，未再發生群聚感染，生產線也都正常運作，鄉親可以放心。金門今增74例確診 累計確診個案突破2000例金門＋107確診 新增1名93歲長者死亡個案基隆校園BNT開打 林右昌強調：疫苗絕對夠充足|https://news.google.com/articles/CAIiELfHGRo4JlEArEZR9Zu4vQUqGQgEKhAIACoHCAowk7j0CjCY4qIDMMKL4gY?uo=CAUiPWh0dHBzOi8vd3d3LmNoaW5hdGltZXMuY29tL3JlYWx0aW1lbmV3cy8yMDIyMDYxMjAwMjI3OS0yNjA0MDXSAQA&hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
莫德納|桃園＋5162 綠色醫療通道將縮減場次、增開2場接種站|基隆市為滿5歲至17歲兒童及青少年族群，集中接種BNT疫苗，國小兒童部分，總計6228人完成意願回報。市長林右昌表示，預估國小兒童接種率將達62％；另私立幼兒園正規畫入園接種。林右昌指出，國小兒童疫苗施打部分，先前已有2443人接種莫德納疫苗，這次BNT疫苗共6228人完成意願回報，總計會有8671人完成施打，預估6月10日校園集中施打結束後，國小兒童接種率將達62％。林右昌說，市府原本擔心，29日在火車站南站廣場的集中施打站，會有很多民眾搶打，結果仍剩餘近50劑，他強調，疫苗數量絕對足夠，請家長們不用擔心。至於私立幼兒園施打問題，已請衛生局與醫療院所協調，安排專診入園施打，一律比照公幼，規畫完成後將透過教育處轉知家長。此外，基隆今日新增1026例確診，較昨日減少190例，其中，外縣市通報95例，占9.26％。林右昌說，從近幾日確診者年齡分析，7至14歲、6歲以下，均降至百例以下，可知本市疫情明顯持續和緩，預期本周有機會降到千例以下。嘉縣兒童BNT接種率78％ 明起45間院所也開放施打彰化＋3159 滿5至6歲兒童BNT預約率達71.68％金門＋107確診 新增1名93歲長者死亡個案|https://news.google.com/articles/CAIiECV4khcEx76_lGA0MBSrF5oqGQgEKhAIACoHCAowk7j0CjCY4qIDMMKL4gY?uo=CAUiPWh0dHBzOi8vd3d3LmNoaW5hdGltZXMuY29tL3JlYWx0aW1lbmV3cy8yMDIyMDYwNjAwMzY0NS0yNjA0MDXSAQA&hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
莫德納|5至17歲BNT疫苗5／25開打 可請3天防疫假|蔡其昌助理挨轟造謠查不查？　蘇貞昌「理直氣壯」這樣回應了訂閱影音：中時新聞網中央在六都開設大型兒童疫苗接種站，引發爭論，加上針對台中市政府施打兒童疫苗效率，國民黨日前指控立法院副院長蔡其昌助理發的圖卡是錯、假消息，引發是否該查辦的討論。行政院長蘇貞昌昨(3日)表示，「互相了解就好」，並談到最重要還是在第一線施打人員最辛苦。對此，網友則是認為「你講這話，很沒說服力，權力握在手上，怎麼不去改善?」「為何醫護要辛苦啊，安排好就不用辛苦啊。為何不共存宣布前打好小孩疫苗」。蘇貞昌昨上午到台中視察兒童疫苗大型接種站時談到，蔡其昌的助理所講的是在校園兒童施打輝瑞疫苗的數量，而台中市政府講的是全台中市小朋友打輝瑞跟莫德納疫苗的數量，那在疫情當前，資訊很多，昨天他們雙方都已經有對外說明，互相了解就好。另外，蘇貞昌表示，最重要還是在第一線施打人員最辛苦，例如台中榮總陳院長帶領第一線醫療人員，端午假期大家沒有休息，都為兒童服務，希望大家一起合作對抗病毒，一起在疫情最後關鍵戰役，我們希望能夠很快取得勝利。他談到，這一路來全國同胞一起努力、走得這麼辛苦，不一定都能做到100分，但是只要忍耐、多努力、大家一起多合作，相信很快就能戰勝病毒、就能打贏最後戰役，盡快回復正常生活。蘇貞昌的說法引發網友討論，有不少網友湧入《Yahoo新聞》相關報導留言，已有超過600則，其中有不少人認為「就是你中央不做事，還在那指手畫腳，大將無能，累死三軍」、「重點是：醫護的辛苦，是誰造成的」、「基層人員很辛苦，但又隨便調基層人員，讓原單位更辛苦..」。酷吏裝好人 蘇貞昌唬誰影／蔡其昌助理挨轟造謠查不查？ 蘇貞昌「理直氣壯」這樣回應了幫祖母拿藥獲3千元點心費 她傻問「去哪買啦」網羨慕炸|https://news.google.com/articles/CAIiEH1VQSERr_B52kUsI9b2_hEqGQgEKhAIACoHCAowk7j0CjCY4qIDMMKL4gY?uo=CAUiPWh0dHBzOi8vd3d3LmNoaW5hdGltZXMuY29tL3JlYWx0aW1lbmV3cy8yMDIyMDUxNzAwNDAyNy0yNjA0MDXSAQA&hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
